age,gender,mother.tongue,genre,amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,liked,disliked,emotional_intensity
17,Male,English,rock,0,1,0,0,1,0,0,0,1,0,0,3
41,Male,Dutch,rock,0,1,0,0,0,1,0,1,0,1,0,3
60,Female,English,rock,0,1,0,0,0,0,1,0,0,0,0,2
51,Male,English,rock,0,1,0,0,0,0,1,0,0,0,0,2
26,Female,Russian,rock,0,0,0,0,1,0,0,1,1,0,1,3
26,Female,Russian,rock,1,0,0,0,0,1,0,1,0,1,0,3
49,Male,Dutch,rock,1,0,0,0,0,1,0,1,0,0,0,3
45,Male,Dutch,rock,1,0,0,0,0,1,1,0,0,1,0,3
41,Female,Dutch,rock,1,0,0,0,0,0,0,0,0,0,0,1
25,Female,Dutch,rock,0,1,0,0,0,1,0,0,0,0,0,2
41,Male,Dutch,rock,0,1,0,0,0,0,0,1,1,0,0,3
35,Male,Dutch,rock,0,0,0,0,1,0,0,1,1,0,0,3
30,Male,Slovenian,rock,0,0,0,0,0,0,0,0,1,0,1,1
60,Female,English,rock,0,0,0,0,0,0,0,0,1,0,0,1
23,Female,German,rock,0,0,0,0,0,1,0,0,0,0,0,1
51,Male,English,rock,0,0,1,0,0,0,0,0,1,0,0,2
26,Female,Russian,rock,0,0,0,1,0,0,0,1,1,0,0,3
45,Male,Dutch,rock,0,1,0,0,0,0,0,1,1,0,0,3
17,Male,Dutch,rock,0,0,0,0,0,1,0,0,1,0,1,2
41,Female,Dutch,rock,0,0,0,0,0,0,0,0,1,0,1,1
25,Female,Dutch,rock,0,0,1,1,0,0,0,0,1,0,0,3
31,Male,German,rock,0,0,0,1,0,0,0,0,1,0,0,2
46,Female,Dutch,rock,0,0,0,1,0,0,0,0,1,1,0,2
30,Male,Slovenian,rock,0,0,0,1,0,0,0,0,0,0,1,1
38,Male,English,rock,0,0,0,0,0,0,1,0,0,0,1,1
45,Male,Dutch,rock,1,0,0,0,0,1,0,0,1,0,0,3
36,Male,Italian,rock,0,0,0,1,0,0,0,0,1,0,0,2
40,Male,Dutch,rock,0,0,1,1,0,0,0,0,0,1,0,2
23,Male,English,rock,0,0,1,0,0,0,1,0,0,1,0,2
15,Female,Russian,rock,0,0,0,0,1,0,0,0,0,0,1,1
26,Female,Russian,rock,1,0,0,0,0,0,1,0,1,0,0,3
25,Female,Dutch,rock,0,0,0,1,1,0,0,0,0,0,0,2
41,Female,Dutch,rock,0,0,0,1,0,0,1,0,0,0,0,2
41,Male,Dutch,rock,0,0,1,0,0,0,1,1,0,0,1,3
17,Female,Russian,rock,0,0,0,1,1,0,0,0,1,1,0,3
62,Male,Estonian,rock,0,0,0,1,1,0,0,0,1,1,0,3
60,Female,English,rock,0,0,1,0,1,0,0,0,0,0,0,2
20,Female,Russian,rock,0,0,0,0,1,0,0,0,0,1,0,1
45,Male,Dutch,rock,0,0,1,0,1,1,0,0,0,0,0,3
74,Male,Dutch,rock,0,0,0,1,0,0,0,0,0,1,0,1
40,Male,Dutch,rock,1,1,0,0,1,0,0,0,0,1,0,3
27,Male,English,rock,0,1,0,0,1,0,0,0,1,0,0,3
29,Male,Russian,rock,0,0,1,1,0,1,0,0,0,0,0,3
26,Female,Russian,rock,0,0,1,1,0,0,0,0,1,0,0,3
41,Female,Dutch,rock,0,1,0,0,0,0,0,0,0,0,1,1
46,Female,Dutch,rock,0,0,0,0,1,0,0,0,0,1,0,1
37,Female,German,rock,0,0,0,0,1,0,0,0,0,0,0,1
20,Female,Russian,rock,0,0,0,1,0,0,0,0,0,0,1,1
32,Male,English,rock,0,0,1,0,1,0,0,0,0,0,0,2
60,Female,English,rock,0,0,0,0,1,1,0,0,0,0,0,2
27,Male,English,rock,0,1,0,0,0,0,0,0,1,0,0,2
30,Female,Russian,rock,0,1,0,0,0,0,0,0,1,0,0,2
25,Male,Russian,rock,0,1,0,0,0,0,0,0,0,0,0,1
23,Male,Russian,rock,0,0,0,0,1,0,0,0,0,0,0,1
26,Female,Russian,rock,0,0,1,0,0,0,0,0,1,1,0,2
37,Female,German,rock,0,0,0,1,0,1,0,0,1,0,0,3
46,Female,Dutch,rock,0,0,1,0,0,0,0,0,0,0,1,1
41,Female,Dutch,rock,0,0,1,0,0,0,0,0,0,1,0,1
21,Male,English,rock,0,0,1,1,0,0,0,0,0,0,0,2
45,Female,Polish,rock,0,0,1,1,1,0,0,0,0,1,0,3
17,Female,Russian,rock,0,0,0,0,1,0,1,1,0,1,0,3
41,Female,Russian,rock,0,0,0,0,0,0,0,1,1,1,0,2
25,Male,Russian,rock,0,1,1,0,0,0,0,0,0,0,0,2
23,Male,Russian,rock,0,0,0,0,1,0,0,0,0,1,0,1
37,Male,Arabic,rock,0,0,0,1,0,0,0,0,1,1,0,2
18,Male,English,rock,1,0,0,0,1,0,0,0,0,1,1,2
41,Male,Dutch,rock,0,0,1,1,1,0,0,0,0,1,0,3
51,Male,English,rock,0,0,0,0,0,1,1,0,1,1,0,3
41,Female,Dutch,rock,0,0,0,0,1,0,0,0,0,1,0,1
17,Male,English,rock,0,0,1,0,1,0,0,0,0,0,1,2
21,Male,English,rock,0,0,1,0,0,0,0,0,0,0,0,1
45,Female,Polish,rock,0,0,0,0,0,0,0,1,0,0,1,1
17,Female,Russian,rock,0,0,0,0,0,1,1,1,0,0,0,3
38,Male,English,rock,0,0,0,0,0,1,1,1,0,0,1,3
41,Female,Russian,rock,0,0,0,1,0,0,0,1,1,0,0,3
23,Female,Russian,rock,0,0,0,0,0,1,1,0,0,1,0,2
35,Female,English,rock,0,0,0,1,0,0,1,0,0,0,0,2
30,Female,Russian,rock,0,0,0,0,0,1,0,1,0,0,0,2
25,Male,Russian,rock,0,0,0,0,0,1,0,0,0,0,0,1
37,Male,French,rock,0,0,0,0,0,0,1,0,0,0,1,1
16,Female,Russian,rock,0,0,1,1,1,0,0,0,0,0,1,3
51,Male,English,rock,0,1,0,0,0,0,1,1,0,0,0,3
41,Female,Dutch,rock,1,0,0,0,0,0,1,0,0,0,0,2
46,Female,Dutch,rock,0,0,0,0,0,1,0,0,0,0,1,1
17,Male,English,rock,0,0,0,0,0,0,0,1,0,0,0,1
21,Male,English,rock,0,0,0,0,0,1,0,0,0,0,0,1
17,Female,Russian,rock,0,1,0,0,0,1,0,1,0,0,0,3
45,Female,Polish,rock,0,0,0,0,0,1,0,1,0,1,0,2
27,Female,English,rock,0,0,0,1,0,0,0,0,0,0,0,1
34,Male,English,rock,0,0,0,0,0,0,1,0,0,0,0,1
16,Female,Chinese,rock,0,0,0,1,0,1,1,0,0,1,0,3
31,Male,Spanish,rock,0,0,0,0,0,0,0,1,0,0,1,1
30,Female,Russian,rock,1,0,0,0,0,0,0,0,0,0,0,1
23,Male,Dutch,rock,0,0,0,0,0,0,0,0,0,0,0,0
39,Male,English,rock,0,0,1,0,0,1,1,0,0,0,0,3
22,Female,English,rock,1,0,0,0,0,1,1,0,0,1,0,3
24,Female,Estonian,rock,0,0,0,0,0,1,0,0,0,1,0,1
41,Female,Dutch,rock,0,0,0,0,0,1,0,0,0,0,0,1
17,Female,Russian,rock,0,0,0,0,0,1,1,1,0,1,0,3
64,Male,English,rock,0,0,0,0,0,1,1,1,0,1,0,3
20,Female,Russian,rock,0,0,0,0,0,0,1,1,1,0,0,3
41,Male,English,rock,0,0,0,0,0,1,1,0,0,0,0,2
22,Male,Estonian,rock,1,0,0,0,0,1,0,1,0,0,0,3
58,Male,Dutch,rock,0,0,0,0,0,1,0,0,0,0,0,1
23,Female,Russian,rock,0,0,0,0,0,1,1,0,0,0,0,2
31,Male,Dutch,rock,0,0,0,0,0,1,1,1,0,1,0,3
36,Female,English,rock,0,0,0,0,0,0,1,0,0,1,0,1
30,Female,Russian,rock,0,0,0,0,0,1,0,0,0,0,0,1
24,Female,Estonian,rock,1,0,0,0,0,1,1,0,0,1,0,3
62,Male,Estonian,rock,0,0,0,0,1,0,0,0,0,0,0,1
27,Female,Chinese,rock,0,0,0,0,0,0,1,0,0,0,0,1
41,Female,Dutch,rock,0,0,0,0,0,0,0,0,1,0,0,1
17,Female,Russian,rock,0,0,0,1,1,0,1,0,0,1,0,3
45,Female,Polish,rock,0,0,0,0,0,0,1,0,0,1,0,1
38,Male,Danish,rock,0,0,0,0,0,0,1,0,0,1,0,1
38,Male,English,rock,1,0,0,1,0,1,0,0,0,1,0,3
22,Female,Croatian,rock,0,1,0,1,0,0,0,0,1,0,0,3
62,Male,Estonian,rock,0,0,0,0,0,1,0,0,1,1,0,2
24,Female,Estonian,rock,0,0,1,1,0,0,0,0,1,1,0,3
27,Female,Chinese,rock,0,0,0,0,0,1,0,0,0,0,0,1
41,Female,Dutch,rock,1,0,0,0,0,1,0,0,0,1,0,2
17,Female,Russian,rock,1,0,0,0,0,1,0,1,0,0,1,3
25,Female,Russian,rock,0,0,0,0,0,0,0,1,0,0,1,1
45,Female,Polish,rock,0,0,0,0,0,1,0,0,0,1,0,1
39,Male,Spanish,rock,0,1,0,0,0,0,0,1,1,0,1,3
33,Male,Hungarian,rock,0,0,0,1,0,1,0,0,0,0,0,2
18,Male,Hungarian,rock,0,0,0,0,0,1,1,1,0,0,0,3
25,Female,Russian,rock,0,0,0,0,0,1,0,1,0,0,0,2
31,Male,Dutch,rock,0,0,0,0,0,1,0,0,1,1,0,2
38,Male,English,rock,0,0,0,0,0,1,1,0,0,1,0,2
55,Female,English,rock,1,0,0,0,0,1,0,1,0,0,1,3
24,Male,Estonian,rock,0,0,0,0,0,0,1,0,0,0,0,1
24,Female,Estonian,rock,0,0,0,0,0,1,0,0,0,0,0,1
29,Male,Russian,rock,1,0,0,1,0,0,1,0,0,0,0,3
34,Male,English,rock,0,0,0,1,0,0,1,0,0,0,0,2
43,Male,Dutch,rock,0,0,0,0,0,0,0,1,0,0,1,1
33,Male,Hungarian,rock,1,0,0,0,0,1,0,0,0,1,0,2
22,Female,English,rock,1,0,0,0,1,0,1,0,0,1,0,3
28,Male,Dutch,rock,0,0,1,1,0,0,1,0,0,1,0,3
21,Male,Dutch,rock,0,0,0,0,0,1,0,1,0,1,0,2
62,Male,Estonian,rock,0,0,0,0,0,0,0,0,0,0,1,0
32,Male,Dutch,rock,0,0,0,0,0,0,0,0,1,0,0,1
30,Male,Slovenian,rock,0,0,0,0,0,0,0,1,1,0,1,2
62,Male,Dutch,rock,0,0,0,0,0,0,1,0,0,0,1,1
17,Female,Russian,rock,1,0,0,1,0,1,0,0,0,0,0,3
14,Female,Russian,rock,0,0,0,0,0,1,0,0,0,1,0,1
45,Female,Polish,rock,0,0,0,1,0,0,0,0,0,0,0,1
28,Male,Dutch,rock,0,1,0,0,1,1,0,0,0,1,0,3
21,Male,Dutch,rock,0,0,0,0,0,0,0,0,1,1,0,1
30,Male,Russian,rock,0,0,0,0,0,0,0,0,1,0,0,1
25,Female,Russian,rock,0,1,0,1,0,0,0,0,1,1,0,3
31,Male,Dutch,rock,0,0,0,0,0,0,0,1,1,1,0,2
35,Male,Dutch,rock,1,0,0,0,0,0,0,0,0,0,0,1
21,Female,English,rock,0,0,0,1,0,0,0,1,1,0,0,3
47,Male,Russian,rock,0,0,0,0,0,0,0,1,0,0,1,1
62,Male,Dutch,rock,0,0,0,0,0,0,0,1,0,0,1,1
32,Male,Dutch,rock,0,0,0,0,0,0,0,0,1,1,0,1
17,Female,Russian,rock,0,0,1,1,1,0,0,0,0,1,0,3
27,Male,English,rock,0,0,0,0,0,1,0,0,0,0,0,1
17,Female,English,rock,0,1,1,0,1,0,0,0,0,0,1,3
30,Male,Russian,rock,0,0,0,0,1,0,0,1,0,0,0,2
25,Male,English,rock,0,0,0,0,0,0,0,1,1,1,0,2
45,Female,Polish,rock,0,0,0,0,0,0,0,0,1,0,1,1
18,Male,Russian,rock,0,1,0,1,1,0,0,0,0,1,0,3
28,Male,Dutch,rock,0,1,0,0,0,1,0,1,0,1,0,3
21,Male,Dutch,rock,0,0,0,1,1,0,0,0,1,1,0,3
30,Male,Greek,rock,0,0,0,0,0,0,0,0,1,1,0,1
25,Female,Russian,rock,0,0,0,0,0,0,0,0,1,1,0,1
31,Male,Dutch,rock,0,0,0,0,0,0,0,0,1,0,1,1
62,Male,Dutch,rock,1,0,0,0,0,0,0,1,0,0,1,2
30,Male,Russian,rock,0,0,0,0,1,0,1,0,0,0,0,2
32,Male,Dutch,rock,0,0,0,0,1,0,0,0,1,0,1,2
43,Male,Dutch,rock,0,0,1,0,1,1,0,0,0,1,0,3
17,Female,Russian,rock,0,0,0,1,1,0,1,0,0,0,0,3
27,Female,English,rock,0,0,1,0,0,1,0,0,0,0,0,2
53,Male,English,rock,0,0,0,0,0,1,1,0,0,0,0,2
28,Male,Dutch,rock,1,1,0,0,1,0,0,0,0,0,0,3
27,Male,English,rock,0,1,0,1,0,0,1,0,0,0,0,3
21,Female,English,rock,0,1,0,1,1,0,0,0,0,1,0,3
43,Male,Dutch,rock,1,0,0,0,0,1,0,1,0,0,1,3
30,Male,Spanish,rock,0,0,0,0,0,0,1,0,0,1,0,1
32,Female,Dutch,rock,0,1,0,0,0,1,1,0,0,1,0,3
25,Female,Russian,rock,1,0,0,0,0,0,1,0,0,0,0,2
17,Male,Dutch,rock,1,0,0,0,1,0,1,0,0,1,0,3
28,Male,Dutch,rock,0,0,0,0,0,1,1,1,0,1,0,3
14,Female,English,rock,0,0,0,0,0,0,1,1,0,0,1,2
47,Female,English,rock,0,0,0,0,0,0,1,0,0,0,0,1
16,Male,English,rock,0,0,0,0,0,0,0,1,0,0,1,1
62,Male,Dutch,rock,0,0,0,0,0,0,0,1,0,0,0,1
30,Male,Dutch,rock,0,0,0,0,0,0,0,0,1,0,1,1
32,Male,Greek,rock,0,0,0,0,0,0,0,0,1,0,1,1
33,Female,Greek,rock,0,0,0,0,1,0,0,0,1,0,0,2
37,Male,English,rock,0,0,0,0,1,0,0,0,0,0,0,1
25,Female,Estonian,rock,0,0,0,1,1,0,0,0,0,0,0,2
28,Female,English,rock,0,0,0,1,1,1,0,0,0,1,0,3
25,Female,Russian,rock,0,0,0,1,1,0,0,0,0,0,0,2
47,Male,Italian,rock,0,0,0,1,1,0,0,0,1,0,0,3
51,Male,Dutch,rock,0,0,0,0,1,0,0,0,0,1,0,1
22,Female,Estonian,rock,0,0,1,1,1,0,0,0,0,1,0,3
16,Female,Ucrainian,rock,0,0,0,1,0,0,0,0,0,1,0,1
25,Female,Dutch,rock,0,0,1,0,0,0,0,1,1,0,0,3
43,Male,Dutch,rock,0,0,1,1,0,0,0,0,0,1,0,2
28,Female,English,rock,0,1,0,0,0,1,1,0,0,1,0,3
36,Female,English,rock,0,0,0,0,0,0,0,0,1,1,0,1
29,Male,Russian,rock,1,0,0,1,0,0,0,0,1,1,0,3
27,Female,German,rock,0,0,1,0,1,0,0,0,1,1,0,3
38,Male,Dutch,rock,0,0,0,0,1,0,0,0,1,0,0,2
51,Male,Dutch,rock,0,0,0,0,0,0,1,0,0,1,0,1
26,Female,Russian,rock,0,0,1,1,0,0,1,0,0,1,0,3
47,Male,Russian,rock,0,1,0,0,0,0,0,0,0,0,0,1
38,Male,Danish,rock,0,0,0,1,1,0,0,0,0,1,0,2
25,Female,Swedish,rock,0,1,1,0,0,1,0,0,0,0,1,3
16,Female,Ucrainian,rock,0,0,1,0,0,0,0,0,0,1,0,1
43,Male,Dutch,rock,0,1,0,0,0,0,0,1,1,1,0,3
20,Female,Russian,rock,1,0,0,1,1,0,0,0,0,1,0,3
35,Male,Dutch,rock,0,0,0,0,0,1,1,0,0,0,0,2
31,Male,Spanish,rock,1,0,0,0,0,0,1,0,0,1,0,2
22,Male,Estonian,rock,0,0,1,1,1,0,0,0,0,1,0,3
38,Male,Dutch,rock,0,0,0,1,1,0,0,0,0,1,0,2
22,Female,English,rock,0,0,1,0,1,0,1,0,0,1,0,3
42,Male,English,rock,1,0,0,1,1,0,0,0,0,1,0,3
25,Female,Swedish,rock,0,0,0,0,0,0,0,1,0,0,1,1
43,Male,Dutch,rock,0,0,0,1,0,1,0,0,1,0,0,3
16,Female,Ucrainian,rock,0,0,0,0,0,0,1,0,0,1,0,1
30,Male,Slovenian,rock,0,0,0,1,1,0,0,0,1,0,0,3
22,Female,Croatian,rock,0,0,0,0,0,0,0,0,1,0,0,1
25,Female,Russian,rock,0,0,0,1,0,0,0,0,1,1,0,2
26,Male,English,rock,0,1,0,1,1,0,0,0,0,1,0,3
27,Female,German,rock,1,0,0,0,0,0,1,0,0,1,0,2
61,Female,Dutch,rock,0,0,0,0,1,0,0,0,0,1,0,1
47,Male,Russian,rock,0,0,0,1,0,0,0,0,0,0,0,1
23,Male,French,rock,1,0,0,0,0,0,1,0,0,1,0,2
38,Male,Dutch,rock,0,0,0,0,1,0,1,0,0,0,0,2
32,Male,Dutch,rock,0,0,1,1,0,0,1,0,0,0,0,3
42,Male,English,rock,0,0,0,1,0,0,0,0,1,0,1,2
16,Female,Ucrainian,rock,1,0,0,0,0,0,0,0,0,1,0,1
28,Female,English,rock,0,0,0,0,0,0,0,1,0,0,1,1
17,Male,English,rock,0,0,0,0,0,1,0,1,0,1,0,2
25,Female,Russian,rock,1,0,0,0,1,1,0,0,0,0,0,3
35,Female,English,rock,1,0,0,1,0,0,1,0,0,0,0,3
22,Female,English,rock,0,0,1,1,1,0,0,0,0,0,0,3
37,Male,English,rock,1,0,0,0,0,0,0,0,0,1,0,1
38,Male,Dutch,rock,0,0,0,1,1,0,0,0,0,0,0,2
30,Male,Dutch,rock,0,0,0,1,0,0,0,0,0,0,1,1
36,Male,Italian,rock,0,0,0,0,1,0,0,0,1,1,0,2
18,Male,English,rock,0,1,0,1,0,0,0,0,0,0,0,2
25,Female,Russian,rock,0,0,1,1,1,0,0,0,0,0,0,3
28,Female,English,rock,0,0,1,0,1,0,0,0,1,0,1,3
35,Female,English,rock,0,0,0,1,1,0,0,0,0,0,1,2
25,Female,Dutch,rock,0,0,1,0,1,0,0,0,1,1,0,3
24,Male,French,rock,0,0,0,1,1,0,0,0,1,1,0,3
38,Male,English,rock,0,0,0,0,0,0,0,1,0,0,1,1
23,Male,Dutch,rock,0,1,0,0,1,0,0,0,0,0,0,2
38,Male,Dutch,rock,0,1,0,1,0,1,0,0,0,0,0,3
40,Male,Dutch,rock,0,1,1,0,0,0,0,0,1,1,0,3
25,Female,Swedish,rock,1,0,0,0,0,1,0,1,0,1,0,3
25,Female,Russian,rock,0,1,0,0,0,0,0,1,0,0,0,2
28,Female,English,rock,0,1,1,0,1,0,0,0,0,0,0,3
19,Male,English,rock,0,0,0,0,1,0,0,0,0,1,0,1
35,Female,English,rock,0,0,0,0,1,0,0,0,1,1,0,2
33,Male,Hungarian,rock,0,1,0,0,0,0,0,0,1,0,0,2
35,Male,Dutch,rock,1,1,0,1,0,0,0,0,0,0,0,3
24,Female,English,rock,0,0,0,0,0,0,1,0,0,1,0,1
22,Female,Dutch,rock,0,0,0,0,1,1,1,0,0,1,0,3
38,Male,Dutch,rock,0,0,1,0,0,1,1,0,0,1,0,3
32,Female,Dutch,rock,0,0,1,0,0,0,1,0,1,0,0,3
25,Female,Russian,rock,0,0,0,1,0,0,1,0,0,0,0,2
25,Female,Swedish,rock,0,0,1,0,1,0,1,0,0,1,0,3
28,Female,English,rock,0,0,0,1,1,0,0,0,1,0,1,3
39,Male,Catalan,rock,0,0,0,1,0,0,0,0,0,0,1,1
26,Female,Czech,rock,0,0,0,0,0,0,1,0,0,1,0,1
30,Male,Dutch,rock,0,0,1,0,0,1,0,0,1,1,0,3
30,Male,Slovenian,rock,0,0,0,1,0,1,0,0,0,0,0,2
21,Male,Dutch,rock,0,0,0,0,0,0,0,1,0,0,0,1
45,Male,Dutch,rock,0,0,0,0,0,1,0,0,0,1,0,1
38,Male,Dutch,rock,0,0,0,1,0,1,0,0,1,0,0,3
25,Female,Russian,rock,0,1,0,0,0,1,0,0,0,0,0,2
25,Male,English,rock,0,1,0,0,0,0,0,0,0,1,0,1
39,Male,Catalan,rock,0,0,0,1,0,0,0,1,1,0,1,3
25,Female,Chinese,rock,0,0,0,0,0,1,0,1,0,0,0,2
28,Female,English,rock,0,0,0,0,0,1,0,1,1,0,1,3
26,Female,Czech,rock,0,0,0,0,0,0,0,1,0,0,1,1
24,Female,English,rock,0,0,0,0,0,1,0,0,0,0,0,1
20,Female,Russian,rock,0,1,0,1,0,1,0,0,0,1,0,3
17,Male,English,rock,0,0,0,0,0,1,1,0,0,0,0,2
21,Male,Dutch,rock,0,1,0,1,0,1,0,0,0,0,0,3
27,Female,Finnish,rock,1,0,0,1,0,1,1,0,0,1,1,4
21,Male,Russian,rock,0,0,0,0,0,0,1,0,1,1,0,2
33,Female,Greek,rock,0,0,0,1,0,1,0,0,1,0,0,3
35,Male,Dutch,rock,0,0,0,0,1,0,0,0,1,0,0,2
38,Male,Dutch,rock,0,0,0,1,0,0,0,0,1,0,0,2
25,Male,English,rock,0,0,0,1,1,0,0,0,0,0,1,2
25,Female,Russian,rock,1,0,0,0,1,0,0,0,0,0,0,2
51,Male,Dutch,rock,0,0,0,0,0,0,0,0,1,0,0,1
21,Male,Dutch,rock,0,0,0,1,0,0,0,0,0,0,0,1
51,Male,English,rock,0,0,0,1,1,0,1,0,0,1,0,3
27,Female,Finnish,rock,0,1,0,1,0,0,0,0,0,1,0,2
23,Female,English,rock,0,0,0,1,0,0,0,0,0,0,1,1
45,Male,Dutch,rock,0,0,0,1,0,0,0,0,0,1,0,1
43,Male,Dutch,rock,0,0,0,1,0,0,0,0,1,0,0,2
38,Male,Dutch,rock,0,1,0,1,0,0,1,0,0,0,0,3
25,Male,English,rock,1,0,0,0,0,0,1,0,0,0,1,2
27,Male,Polish,rock,1,0,0,0,1,1,0,0,0,0,0,3
28,Female,English,rock,0,0,0,1,1,0,0,0,1,1,1,3
25,Female,Swedish,rock,0,1,1,0,0,0,0,0,1,1,0,3
62,Male,Estonian,rock,0,0,0,1,1,0,0,0,1,0,0,3
27,Female,Russian,rock,0,0,0,0,1,0,0,0,0,0,1,1
17,Male,English,rock,0,0,0,0,0,0,0,0,1,0,1,1
45,Male,Dutch,rock,0,0,0,0,0,0,0,1,0,0,1,1
27,Female,Finnish,rock,0,0,0,0,0,0,0,1,0,0,1,1
29,Female,English,rock,0,0,0,1,1,0,1,0,0,0,0,3
25,Female,Ucrainian,rock,0,0,0,0,0,0,1,0,0,1,0,1
60,Male,English,rock,0,0,0,0,0,1,0,0,0,1,0,1
27,Male,Polish,rock,0,1,0,1,1,0,0,0,0,1,0,3
27,Female,Russian,rock,0,0,0,0,0,0,0,0,1,0,1,1
20,Male,Dutch,rock,0,1,0,0,0,0,0,0,0,1,0,1
22,Female,Estonian,rock,0,0,0,1,0,1,1,0,0,0,0,3
47,Male,Italian,rock,0,1,0,0,0,0,1,0,0,0,0,2
24,Female,English,rock,0,1,0,0,1,0,0,0,0,1,0,2
27,Female,Finnish,rock,0,1,1,0,0,0,1,0,0,1,0,3
25,Female,Ucrainian,rock,0,0,0,0,0,0,0,1,0,0,1,1
29,Male,Portuguese,rock,0,0,0,1,0,0,0,0,0,0,1,1
25,Male,English,rock,0,0,0,0,1,1,0,0,0,0,1,2
31,Male,Spanish,rock,0,0,0,0,0,0,1,0,0,1,0,1
18,Male,English,rock,0,0,0,0,0,1,1,0,0,1,0,2
27,Male,Polish,rock,1,0,0,0,0,1,1,0,0,1,0,3
51,Male,Dutch,rock,0,0,0,0,0,0,1,0,0,0,0,1
28,Female,English,rock,1,0,0,0,0,1,1,0,0,1,0,3
25,Female,Swedish,rock,0,0,0,0,0,1,1,1,0,0,0,3
18,Male,English,rock,1,0,0,0,0,0,1,0,0,1,0,2
27,Female,Finnish,rock,0,0,0,0,0,0,1,0,0,0,1,1
47,Female,Dutch,rock,0,0,0,0,0,1,1,0,0,1,0,2
45,Male,Dutch,rock,0,0,0,0,0,0,1,0,0,1,0,1
29,Male,Portuguese,rock,0,0,0,0,0,0,1,0,0,1,0,1
26,Male,English,rock,0,0,0,0,1,0,1,0,0,1,0,2
60,Male,English,rock,1,0,0,0,0,0,1,0,0,0,0,2
51,Male,Dutch,rock,0,0,0,0,0,0,0,1,0,0,0,1
28,Female,English,rock,0,0,0,1,1,0,0,0,1,1,0,3
19,Female,Dutch,rock,0,0,0,0,0,0,0,0,1,0,1,1
20,Male,Dutch,rock,0,0,0,0,1,0,1,0,0,1,0,2
27,Female,Finnish,rock,0,0,0,1,0,0,0,0,0,1,0,1
51,Male,English,rock,1,0,0,0,0,0,1,1,0,0,0,3
47,Female,Dutch,rock,0,0,0,0,0,0,0,1,0,0,1,1
29,Male,Portuguese,rock,0,0,1,0,0,1,0,0,0,1,0,2
16,Female,Dutch,rock,0,1,0,0,0,0,0,1,0,0,0,2
18,Male,English,rock,0,1,1,0,0,0,0,0,1,1,0,3
28,Female,English,rock,1,0,0,0,0,1,1,0,0,0,1,3
19,Female,Dutch,rock,1,1,0,0,1,0,0,0,0,1,0,3
25,Female,Swedish,rock,1,0,0,1,0,0,1,0,0,1,0,3
14,Male,Dutch,rock,1,0,0,0,1,0,1,0,0,1,0,3
27,Female,Russian,rock,0,1,0,0,0,0,0,0,0,1,0,1
54,Female,English,rock,0,0,0,1,0,1,0,0,0,1,0,2
17,Male,Portuguese,rock,0,0,0,1,1,0,1,0,0,1,0,3
56,Male,Dutch,rock,1,0,0,0,0,1,1,0,0,1,0,3
27,Female,Finnish,rock,1,1,0,0,1,0,0,0,0,1,0,3
29,Male,Portuguese,rock,0,0,0,1,1,0,0,0,1,0,1,3
60,Male,English,rock,0,0,0,0,0,0,0,1,1,0,1,2
19,Female,Dutch,rock,1,0,1,0,0,0,0,0,0,1,0,2
30,Male,Slovenian,rock,0,0,0,1,1,0,0,0,0,0,1,2
27,Male,Polish,rock,0,0,1,1,1,0,0,0,0,0,1,3
27,Female,Finnish,rock,0,0,0,1,0,0,0,0,0,0,1,1
27,Female,Russian,rock,0,0,0,1,0,0,0,0,0,0,1,1
14,Male,Dutch,rock,1,0,1,0,0,0,1,0,0,1,0,3
51,Male,English,rock,0,0,1,0,1,1,0,0,0,0,0,3
29,Male,Portuguese,rock,1,0,0,1,1,0,0,0,0,0,1,3
22,Male,English,rock,0,0,0,0,0,0,0,1,0,0,0,1
60,Male,English,rock,0,0,0,1,0,0,0,0,0,1,0,1
24,Female,Dutch,rock,0,0,0,0,0,0,1,0,0,1,0,1
35,Male,Dutch,rock,0,1,0,0,0,0,0,0,1,0,1,2
27,Male,Polish,rock,0,0,1,0,1,0,1,0,0,1,0,3
27,Female,Finnish,rock,0,0,0,0,0,0,0,1,0,0,0,1
23,Male,Dutch,rock,0,0,0,0,0,0,1,0,0,1,0,1
29,Male,Portuguese,rock,0,0,0,0,0,0,1,1,1,0,1,3
31,Female,Finnish,rock,0,0,0,0,0,0,0,1,0,0,0,1
60,Male,English,rock,0,0,0,0,0,0,0,1,0,0,1,1
14,Male,Dutch,rock,0,1,1,1,0,0,0,0,0,0,1,3
23,Male,French,rock,0,0,0,0,0,1,0,0,0,0,0,1
38,Male,Dutch,rock,0,0,0,0,1,0,0,1,0,1,0,2
33,Male,Russian,rock,0,0,0,0,0,1,0,1,0,1,0,2
25,Female,Swedish,rock,0,0,0,0,0,1,0,1,0,1,0,2
27,Female,Russian,rock,0,0,0,0,0,0,0,1,0,0,1,1
15,Male,English,rock,0,1,0,0,0,0,0,1,0,1,0,2
33,Male,Dutch,rock,0,0,0,0,1,0,0,1,0,0,0,2
29,Male,Portuguese,rock,0,1,1,1,0,0,0,0,0,0,0,3
27,Male,French,rock,0,0,0,0,0,0,0,1,0,0,0,1
33,Female,Greek,rock,0,0,0,0,0,0,0,1,1,0,0,2
